rank,lemma,reading,score,model_score,correction_delta,band,current,delta,core_rank,candidate_state,correction_types,display_form,admission_override,topic_stretch_allowed,correction_status,correction_rationale,manual_correction_active,manual_review,manual_note,review_flags,exact_commonness,jlpt_exact_known,jlpt_raw_exact_known,jlpt_normalized_only_known,lesson_known,kana_preferred,rare_wago_obscure_written,kanji_surface,same_surface_risk,hard_form,soft_form,reading_inheritance,tail_guard,suspicion_full
59401,メリスマ,めりすま,0.859667,0.859667,0.0,0.85-0.90,0.859667,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59402,メロディック,めろでぃっく,0.859673,0.859673,0.0,0.85-0.90,0.859673,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59403,モノアミン,ものあみん,0.859679,0.859679,0.0,0.85-0.90,0.859679,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59404,ヤンママ,やんまま,0.859685,0.859685,0.0,0.85-0.90,0.859685,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59405,ヨーマン,よーまん,0.859691,0.859691,0.0,0.85-0.90,0.859691,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59406,ラペル,らぺる,0.859697,0.859697,0.0,0.85-0.90,0.859697,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59407,ランナウェイ,らんなうぇい,0.859703,0.859703,0.0,0.85-0.90,0.859703,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59408,リタリン,りたりん,0.859709,0.859709,0.0,0.85-0.90,0.859709,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59409,リテラチュア,りてらちゅあ,0.859715,0.859715,0.0,0.85-0.90,0.859715,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59410,リテーラー,りてーらー,0.859721,0.859721,0.0,0.85-0.90,0.859721,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59411,ルイン,るいん,0.859727,0.859727,0.0,0.85-0.90,0.859727,0.0,,deprioritized_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59412,レスピレーター,れすぴれーたー,0.859733,0.859733,0.0,0.85-0.90,0.859733,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59413,レトロスペクティブ,れとろすぺくてぃぶ,0.859739,0.859739,0.0,0.85-0.90,0.859739,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59414,レークサイド,れーくさいど,0.859745,0.859745,0.0,0.85-0.90,0.859745,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59415,レードル,れーどる,0.859751,0.859751,0.0,0.85-0.90,0.859751,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59416,ロケーター,ろけーたー,0.859757,0.859757,0.0,0.85-0.90,0.859757,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59417,ローイング,ろーいんぐ,0.859763,0.859763,0.0,0.85-0.90,0.859763,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59418,ローンチ,ろーんち,0.859769,0.859769,0.0,0.85-0.90,0.859769,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59419,一走り,ひとはしり,0.859775,0.859775,0.0,0.85-0.90,0.859775,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59420,丁巳,ていし,0.859782,0.859782,0.0,0.85-0.90,0.859782,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59421,万々一,まんまんいち,0.859787,0.859787,0.0,0.85-0.90,0.859787,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59422,三拝,さんぱい,0.859794,0.859794,0.0,0.85-0.90,0.859794,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59423,上帯,うわおび,0.8598,0.8598,0.0,0.85-0.90,0.8598,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.696381,1.0,0.0,0.0,1.0,0.00517,0.99483,0.34819
59424,上歯,うわば,0.859806,0.859806,0.0,0.85-0.90,0.859806,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59425,下がり目,さがりめ,0.859812,0.859812,0.0,0.85-0.90,0.859812,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59426,下げ髪,さげがみ,0.859818,0.859818,0.0,0.85-0.90,0.859818,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59427,下湯,しもゆ,0.859824,0.859824,0.0,0.85-0.90,0.859824,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.696381,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59428,下獄,げごく,0.85983,0.85983,0.0,0.85-0.90,0.85983,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59429,下紐,したひも,0.859836,0.859836,0.0,0.85-0.90,0.859836,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.87545,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59430,不為,ふため,0.859842,0.859842,0.0,0.85-0.90,0.859842,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59431,不縁,ふえん,0.859848,0.859848,0.0,0.85-0.90,0.859848,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59432,不見転,みずてん,0.859854,0.859854,0.0,0.85-0.90,0.859854,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.00517,0.99483,0.34819
59433,不許,ふきょ,0.85986,0.85986,0.0,0.85-0.90,0.85986,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59434,世伝,せいでん,0.859866,0.859866,0.0,0.85-0.90,0.859866,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59435,丙寅,ひのえとら,0.859872,0.859872,0.0,0.85-0.90,0.859872,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.895347,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59436,両度,りょうど,0.859878,0.859878,0.0,0.85-0.90,0.859878,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59437,両形,りょうけい,0.859884,0.859884,0.0,0.85-0.90,0.859884,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.002585,0.99483,0.35
59438,中蓋,なかぶた,0.85989,0.85989,0.0,0.85-0.90,0.85989,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59439,丸査,まるさ,0.859896,0.859896,0.0,0.85-0.90,0.859896,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.00517,0.99483,0.35
59440,主帆,しゅはん,0.859902,0.859902,0.0,0.85-0.90,0.859902,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59441,主潮,しゅちょう,0.859908,0.859908,0.0,0.85-0.90,0.859908,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59442,主脈,しゅみゃく,0.859914,0.859914,0.0,0.85-0.90,0.859914,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59443,主都,しゅと,0.85992,0.85992,0.0,0.85-0.90,0.85992,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59444,乳暈,にゅううん,0.859926,0.859926,0.0,0.85-0.90,0.859926,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59445,亡兄,ぼうけい,0.859932,0.859932,0.0,0.85-0.90,0.859932,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59446,亡友,ぼうゆう,0.859938,0.859938,0.0,0.85-0.90,0.859938,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59447,亡羊,ぼうよう,0.859944,0.859944,0.0,0.85-0.90,0.859944,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59448,人傑,じんけつ,0.859951,0.859951,0.0,0.85-0.90,0.859951,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59449,人待ち,ひとまち,0.859957,0.859957,0.0,0.85-0.90,0.859957,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59450,人皇,じんのう,0.859963,0.859963,0.0,0.85-0.90,0.859963,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59451,人祖,じんそ,0.859969,0.859969,0.0,0.85-0.90,0.859969,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59452,仏子,ぶっし,0.859975,0.859975,0.0,0.85-0.90,0.859975,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59453,仏徒,ぶっと,0.859981,0.859981,0.0,0.85-0.90,0.859981,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59454,仏者,ぶっしゃ,0.859987,0.859987,0.0,0.85-0.90,0.859987,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59455,仏英,ふつえい,0.859993,0.859993,0.0,0.85-0.90,0.859993,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59456,付け出す,つけだす,0.859999,0.859999,0.0,0.85-0.90,0.859999,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59457,付け札,つけふだ,0.860005,0.860005,0.0,0.85-0.90,0.860005,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59458,付載,ふさい,0.860011,0.860011,0.0,0.85-0.90,0.860011,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.003877,0.99483,0.34819
59459,代講,だいこう,0.860017,0.860017,0.0,0.85-0.90,0.860017,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59460,伊呂波楓,いろはかえで,0.860023,0.860023,0.0,0.85-0.90,0.860023,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,1.0,0.895347,1.0,0.0,0.0,1.0,0.00517,0.99483,0.34819
59461,伸し餅,のしもち,0.860029,0.860029,0.0,0.85-0.90,0.860029,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59462,作り声,つくりごえ,0.860035,0.860035,0.0,0.85-0.90,0.860035,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,1.0,0.0,0.00517,0.99483,0.35
59463,佝僂,くる,0.860041,0.860041,0.0,0.85-0.90,0.860041,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.99483,0.34819
59464,佩用,はいよう,0.860047,0.860047,0.0,0.85-0.90,0.860047,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59465,併読,へいどく,0.860053,0.860053,0.0,0.85-0.90,0.860053,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59466,例規,れいき,0.860059,0.860059,0.0,0.85-0.90,0.860059,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59467,侵寇,しんこう,0.860065,0.860065,0.0,0.85-0.90,0.860065,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59468,係り結び,かかりむすび,0.860071,0.860071,0.0,0.85-0.90,0.860071,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59469,俗受け,ぞくうけ,0.860077,0.860077,0.0,0.85-0.90,0.860077,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59470,俗姓,ぞくせい,0.860083,0.860083,0.0,0.85-0.90,0.860083,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59471,俗耳,ぞくじ,0.860089,0.860089,0.0,0.85-0.90,0.860089,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59472,俗臭,ぞくしゅう,0.860095,0.860095,0.0,0.85-0.90,0.860095,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59473,俗衆,ぞくしゅう,0.860101,0.860101,0.0,0.85-0.90,0.860101,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59474,倍満,ばいまん,0.860107,0.860107,0.0,0.85-0.90,0.860107,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59475,偏諱,へんき,0.860113,0.860113,0.0,0.85-0.90,0.860113,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59476,僧体,そうたい,0.860119,0.860119,0.0,0.85-0.90,0.860119,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59477,僧衆,そうしゅう,0.860125,0.860125,0.0,0.85-0.90,0.860125,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59478,儒生,じゅせい,0.860131,0.860131,0.0,0.85-0.90,0.860131,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59479,入構,にゅうこう,0.860137,0.860137,0.0,0.85-0.90,0.860137,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59480,入隅,いりずみ,0.860144,0.860144,0.0,0.85-0.90,0.860144,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59481,全い,まったい,0.86015,0.86015,0.0,0.85-0.90,0.86015,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,1.0,0.0,0.00517,0.99483,0.35
59482,全波,ぜんぱ,0.860156,0.860156,0.0,0.85-0.90,0.860156,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59483,全船,ぜんせん,0.860162,0.860162,0.0,0.85-0.90,0.860162,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59484,兵略,へいりゃく,0.860168,0.860168,0.0,0.85-0.90,0.860168,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59485,兵端,へいたん,0.860174,0.860174,0.0,0.85-0.90,0.860174,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59486,兵車,へいしゃ,0.86018,0.86018,0.0,0.85-0.90,0.86018,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59487,具眼,ぐがん,0.860186,0.860186,0.0,0.85-0.90,0.860186,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59488,内含,ないがん,0.860192,0.860192,0.0,0.85-0.90,0.860192,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59489,内帑,ないど,0.860198,0.860198,0.0,0.85-0.90,0.860198,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59490,内福,ないふく,0.860204,0.860204,0.0,0.85-0.90,0.860204,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59491,内約,ないやく,0.86021,0.86021,0.0,0.85-0.90,0.86021,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59492,再製,さいせい,0.860216,0.860216,0.0,0.85-0.90,0.860216,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59493,再議,さいぎ,0.860222,0.860222,0.0,0.85-0.90,0.860222,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59494,冠羽,かんう,0.860228,0.860228,0.0,0.85-0.90,0.860228,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59495,冷雨,れいう,0.860234,0.860234,0.0,0.85-0.90,0.860234,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59496,凹状,おうじょう,0.86024,0.86024,0.0,0.85-0.90,0.86024,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59497,出囃子,でばやし,0.860246,0.860246,0.0,0.85-0.90,0.860246,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,1.0,0.0,0.00517,0.99483,0.35
59498,出講,しゅっこう,0.860252,0.860252,0.0,0.85-0.90,0.860252,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59499,初刷,しょさつ,0.860258,0.860258,0.0,0.85-0.90,0.860258,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.00517,0.99483,0.35
59500,初句,しょく,0.860264,0.860264,0.0,0.85-0.90,0.860264,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59501,初市,はついち,0.86027,0.86027,0.0,0.85-0.90,0.86027,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.696381,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59502,初桜,はつざくら,0.860276,0.860276,0.0,0.85-0.90,0.860276,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,1.0,0.00517,0.99483,0.34819
59503,初氷,はつごおり,0.860282,0.860282,0.0,0.85-0.90,0.860282,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59504,別訳,べつやく,0.860288,0.860288,0.0,0.85-0.90,0.860288,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59505,利剣,りけん,0.860294,0.860294,0.0,0.85-0.90,0.860294,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59506,刷り上げる,すりあげる,0.8603,0.8603,0.0,0.85-0.90,0.8603,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59507,剛球,ごうきゅう,0.860306,0.860306,0.0,0.85-0.90,0.860306,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59508,割り注,わりちゅう,0.860312,0.860312,0.0,0.85-0.90,0.860312,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59509,加判,かはん,0.860318,0.860318,0.0,0.85-0.90,0.860318,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59510,加行,けぎょう,0.860324,0.860324,0.0,0.85-0.90,0.860324,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.00517,0.99483,0.34819
59511,助辞,じょじ,0.86033,0.86033,0.0,0.85-0.90,0.86033,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59512,勅選,ちょくせん,0.860336,0.860336,0.0,0.85-0.90,0.860336,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
