rank,lemma,reading,score,model_score,correction_delta,band,spalex_rank,candidate_state,pos,pos_bucket,correction_types,display_form,admission_override,topic_stretch_allowed,correction_status,correction_rationale,manual_correction_active,review_flags,translations,wordfreq_zipf,learner_source_known,learner_source_count,cognate_rescue,false_friend_caution,pos_function_risk,pos_other_risk,dict_marked_usage_risk,weak_form_risk,dictionary_sense_count,dictionary_entry_count,dictionary_marked_terms
37876,prenuncio,,0.901219,0.901219,0.0,0.90-0.95,38031.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37877,pecina,,0.901223,0.901223,0.0,0.90-0.95,35060.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37878,fisostigmina,,0.901225,0.901225,0.0,0.90-0.95,33481.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.23,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
37879,inmudable,,0.901226,0.901226,0.0,0.90-0.95,40294.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37880,dornajo,,0.901227,0.901227,0.0,0.90-0.95,33482.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.22,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37881,avecindar,,0.90124,0.90124,0.0,0.90-0.95,39078.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37882,poligloto,,0.901241,0.901241,0.0,0.90-0.95,39079.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37883,rancor,,0.901252,0.901252,0.0,0.90-0.95,32636.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.62,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37884,osta,,0.901252,0.901252,0.0,0.90-0.95,33483.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.63,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37885,mastranzo,,0.901253,0.901253,0.0,0.90-0.95,33956.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37886,helvecio,,0.901255,0.901255,0.0,0.90-0.95,35682.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37887,angelín,,0.901257,0.901257,0.0,0.90-0.95,39080.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.12,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
37888,andurrial,,0.901259,0.901259,0.0,0.90-0.95,37148.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37889,indevoto,,0.901264,0.901264,0.0,0.90-0.95,36405.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37890,cimbel,,0.901276,0.901276,0.0,0.90-0.95,37149.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37891,patituerto,,0.901281,0.901281,0.0,0.90-0.95,38032.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
37892,zafo,,0.901332,0.901332,0.0,0.90-0.95,37150.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.83,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37893,desforestar,,0.901338,0.901338,0.0,0.90-0.95,40295.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
37894,reciario,,0.901344,0.901344,0.0,0.90-0.95,35061.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.01,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37895,colodra,,0.901348,0.901348,0.0,0.90-0.95,33957.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37896,perchar,,0.901348,0.901348,0.0,0.90-0.95,39081.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37897,metalífero,,0.901357,0.901357,0.0,0.90-0.95,39082.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.12,0,0,
37898,pergenio,,0.901373,0.901373,0.0,0.90-0.95,35062.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37899,pegmatita,,0.901398,0.901398,0.0,0.90-0.95,33484.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.49,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37900,epidemial,,0.901403,0.901403,0.0,0.90-0.95,40296.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37901,alemanda,,0.90142,0.90142,0.0,0.90-0.95,33485.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.23,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37902,coime,,0.901422,0.901422,0.0,0.90-0.95,33055.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37903,aladro,,0.901425,0.901425,0.0,0.90-0.95,33958.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.33,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37904,chele,,0.901429,0.901429,0.0,0.90-0.95,33486.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,marked_usage",sleep (in the corner of the eye); cent (currency); milk,2.24,0.0,0.0,0.0,0.0,0.65,1.0,1.0,0.0,9,4,vulgar
37905,unguis,,0.901431,0.901431,0.0,0.90-0.95,32637.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.27,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37906,emplomadura,,0.901433,0.901433,0.0,0.90-0.95,40297.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
37907,emprestar,,0.901461,0.901461,0.0,0.90-0.95,37151.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.08,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37908,contramuelle,,0.901472,0.901472,0.0,0.90-0.95,40298.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
37909,dragomán,,0.901473,0.901473,0.0,0.90-0.95,33959.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.053333,0,0,
37910,apretadora,,0.901479,0.901479,0.0,0.90-0.95,40299.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
37911,vidriosidad,,0.901494,0.901494,0.0,0.90-0.95,40300.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
37912,apacheta,,0.901503,0.901503,0.0,0.90-0.95,33056.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.62,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37913,inficionar,,0.901516,0.901516,0.0,0.90-0.95,33487.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
37914,sarrio,,0.901521,0.901521,0.0,0.90-0.95,35063.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.46,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37915,maracucho,,0.901526,0.901526,0.0,0.90-0.95,35064.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.13,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37916,enjaezar,,0.901536,0.901536,0.0,0.90-0.95,35683.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37917,miasmático,,0.901539,0.901539,0.0,0.90-0.95,38033.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.12,0,0,
37918,solero,,0.901546,0.901546,0.0,0.90-0.95,39083.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.47,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37919,gravera,,0.901556,0.901556,0.0,0.90-0.95,37152.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.36,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37920,galardonador,,0.901572,0.901572,0.0,0.90-0.95,40301.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
37921,atáxico,,0.901587,0.901587,0.0,0.90-0.95,37153.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
37922,modicidad,,0.901589,0.901589,0.0,0.90-0.95,37154.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37923,espinera,,0.90162,0.90162,0.0,0.90-0.95,39084.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37924,romancera,,0.901624,0.901624,0.0,0.90-0.95,40302.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37925,interjectivo,,0.901632,0.901632,0.0,0.90-0.95,39085.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
37926,aflautar,,0.901638,0.901638,0.0,0.90-0.95,39086.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37927,bullabesa,,0.901647,0.901647,0.0,0.90-0.95,35684.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.25,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37928,petardear,,0.901647,0.901647,0.0,0.90-0.95,40303.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",to backfire,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,1,1,
37929,trasfusión,,0.901673,0.901673,0.0,0.90-0.95,40304.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.29,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.12,0,0,
37930,compungir,,0.901678,0.901678,0.0,0.90-0.95,40305.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37931,vagaroso,,0.901702,0.901702,0.0,0.90-0.95,34498.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37932,descuajo,,0.901711,0.901711,0.0,0.90-0.95,39087.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37933,cumbiamba,,0.901721,0.901721,0.0,0.90-0.95,35065.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.2,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37934,sobreaguar,,0.901724,0.901724,0.0,0.90-0.95,39088.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
37935,descaminar,,0.90173,0.90173,0.0,0.90-0.95,39089.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
37936,gobernativo,,0.901741,0.901741,0.0,0.90-0.95,40306.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
37937,metrificar,,0.901746,0.901746,0.0,0.90-0.95,38034.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
37938,matacandelas,,0.901748,0.901748,0.0,0.90-0.95,38035.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.11,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
37939,reflexible,,0.901749,0.901749,0.0,0.90-0.95,40307.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
37940,laminoso,,0.901752,0.901752,0.0,0.90-0.95,40308.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37941,coscojar,,0.901757,0.901757,0.0,0.90-0.95,35066.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37942,banderizo,,0.901778,0.901778,0.0,0.90-0.95,38036.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.33,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37943,menorragia,,0.901795,0.901795,0.0,0.90-0.95,37155.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.25,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
37944,conoideo,,0.901796,0.901796,0.0,0.90-0.95,36406.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37945,tratadora,,0.901806,0.901806,0.0,0.90-0.95,40309.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.27,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37946,acimutal,,0.901808,0.901808,0.0,0.90-0.95,34499.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.08,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37947,desjarretar,,0.90183,0.90183,0.0,0.90-0.95,36407.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
37948,papilionáceo,,0.901842,0.901842,0.0,0.90-0.95,37156.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.186667,0,0,
37949,emparchar,,0.901849,0.901849,0.0,0.90-0.95,38037.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.4,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37950,hurgadora,,0.901859,0.901859,0.0,0.90-0.95,40310.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37951,rechinido,,0.90186,0.90186,0.0,0.90-0.95,37157.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.29,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37952,golosear,,0.901863,0.901863,0.0,0.90-0.95,39090.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37953,demarcador,,0.901871,0.901871,0.0,0.90-0.95,40311.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
37954,hechor,,0.901876,0.901876,0.0,0.90-0.95,36408.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.2,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37955,espondilosis,,0.901882,0.901882,0.0,0.90-0.95,37158.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.36,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
37956,escogimiento,,0.901896,0.901896,0.0,0.90-0.95,38038.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
37957,trompón,,0.901896,0.901896,0.0,0.90-0.95,40312.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
37958,baída,,0.901898,0.901898,0.0,0.90-0.95,35067.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
37959,anapesto,,0.901901,0.901901,0.0,0.90-0.95,33960.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37960,sahumado,,0.901905,0.901905,0.0,0.90-0.95,35685.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37961,grasilla,,0.901915,0.901915,0.0,0.90-0.95,40313.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.17,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37962,sargentona,,0.901916,0.901916,0.0,0.90-0.95,39091.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
37963,binar,,0.901943,0.901943,0.0,0.90-0.95,36409.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37964,ultrarrojo,,0.901949,0.901949,0.0,0.90-0.95,40314.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",infrared,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,1,1,
37965,garifo,,0.901954,0.901954,0.0,0.90-0.95,33961.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37966,variancia,,0.901961,0.901961,0.0,0.90-0.95,37159.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.13,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37967,despegador,,0.901963,0.901963,0.0,0.90-0.95,40315.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
37968,euforbio,,0.901989,0.901989,0.0,0.90-0.95,33488.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","euphorbia, spurge",0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,1,1,
37969,niñada,,0.901997,0.901997,0.0,0.90-0.95,40316.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.03,0,0,
37970,cuezo,,0.902011,0.902011,0.0,0.90-0.95,38039.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.41,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37971,langostero,,0.902015,0.902015,0.0,0.90-0.95,40317.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
37972,burdégano,,0.902038,0.902038,0.0,0.90-0.95,33962.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.086667,0,0,
37973,helero,,0.90204,0.90204,0.0,0.90-0.95,35068.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37974,ratonesco,,0.90204,0.90204,0.0,0.90-0.95,39092.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37975,fullera,,0.902044,0.902044,0.0,0.90-0.95,38040.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37976,conejar,,0.902045,0.902045,0.0,0.90-0.95,36410.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37977,falcado,,0.902048,0.902048,0.0,0.90-0.95,35686.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.03,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37978,mojador,,0.90206,0.90206,0.0,0.90-0.95,40318.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37979,espirador,,0.902066,0.902066,0.0,0.90-0.95,38041.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37980,conjugable,,0.902075,0.902075,0.0,0.90-0.95,41887.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
37981,palangrero,,0.902076,0.902076,0.0,0.90-0.95,35687.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
37982,embarazador,,0.902082,0.902082,0.0,0.90-0.95,40319.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
37983,estertoroso,,0.902084,0.902084,0.0,0.90-0.95,35688.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
37984,femíneo,,0.902085,0.902085,0.0,0.90-0.95,36411.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
37985,presagioso,,0.902103,0.902103,0.0,0.90-0.95,40320.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
37986,induración,,0.902109,0.902109,0.0,0.90-0.95,35689.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.38,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.12,0,0,
37987,psicogénico,,0.902112,0.902112,0.0,0.90-0.95,40321.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.08,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.153333,0,0,
37988,llamarón,,0.902131,0.902131,0.0,0.90-0.95,36412.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.05,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.053333,0,0,
37989,frigoría,,0.902133,0.902133,0.0,0.90-0.95,37160.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.053333,0,0,
37990,despobladora,,0.902139,0.902139,0.0,0.90-0.95,40322.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
37991,pulverulento,,0.902153,0.902153,0.0,0.90-0.95,35690.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.11,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
37992,tinada,,0.902163,0.902163,0.0,0.90-0.95,37161.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
37993,faisanera,,0.902187,0.902187,0.0,0.90-0.95,38042.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
